text_previous;text_analyzed;text_after
Però sí que és cert que jo aquest tema, per exemple, de la competència encara ara, l'haig de treballar.;Mira, ahir vaig veure un vídeo d'unes coses i vaig veure com moltes creadores de contingut en català i sí que em va fer una mica d'angúnia.;Quan hauria de ser al revés, precisament, crec. És que amb tu em va passar al revés. O sigui, en comptes de pensar, ostres, o amb la Laura Grau, per exemple, en comptes de pensar, ostres, quin angúnia, aquestes noies em poden treure el lloc, per mirar com, que guai!
Però tu per exemple quan surts riu, amb qui surts?;Tinc sempre un grupet d'amigues, que són literalment 3 o 4, és supercòmode sortir amb elles, estic superbé i sé que totes, més o menys, som del mateix rotllo, que no tenim problemes. Aquelles són amb les que estic millor i són amb les que surto més. Si no, potser surto amb una i a vegades hi fem mano a mano.;No soc de sortir amb molta gent, saps? A més, el mano a mano ha sigut la millor època de la meva vida.
Però vull dir, l'amistat femenina és completament el contrari del pal que t'has de mostrar sensible des del primer dia de fet.;Reps una gran penitència si ets tia i ets, com dirien, duro de pelar. En plan, les ties que són poc carinyoses, que els costa molt obrir-se. És com, perquè no confia en mi?;És que és tan diferent, em fa tanta enveja, en plan, jo amb els homes procuro tant, o sigui, procuro, en plan, ei, no sé què, ¿cómo estás?
Però, clar, no sé, és que de vegades deu costar, no? Jo estic molt d'acord amb el que deies abans, Rita, que hi ha d'haver com un coneixement de l'altre per saber fins on exagera o fins on no.;De vegades coneixes algú i et munta una història i que dius, buà, aquesta persona, que bé que em cau, com tal, i llavors l'escoltes 3 cops i te n'adones que tot és una exageració, no?;Llavors, també és una mica com conèixer les persones, és com que cadascú té el volum de l'exageració a un nivell diferent i això et permet entendre-les més o menys al cap del temps.
Però, o sigui, ara fa moltíssim que no tinc polèmica, i a més hi ha polèmiques que ni m'entero, i de vegades són minis polèmiques.;Però, per exemple, jo entro als comentaris del programa del que no sortia d'aquí, de l'Instagram, per què hi ha tant hate? Al·lucino, hi ha moltíssima hate, però clar, no miro mai els comentaris. Llavors hi ha algun diumenge a la tarda que entro a L'Instagram i dic, hòstia, nano. Diumenge arruïnat.;[acaba tema de conversación]
Però, o sigui, jo sí, mira, venia pensant en el tema de ser polèmic i de com Sí, de ser polèmic i pensava justament això que dius, no?;No és que m'identifiqui com una persona polèmica, perquè realment no penso que res del que digui sigui tan gros, no? Que és el que jo penso que és una persona polèmica, algú que quan diu alguna cosa la diu molt grossa, per dalt o per avall o per el cantó que sigui, però que et quedes de dir, hòstia, aquesta persona quina bestiesa ha dit;I jo mai penso que jo estigui dient grans bestieses. Però després és veritat que hi ha una gran part de gent que sí que ho viu com una gran bestiesa, moltes de les coses que jo dic.
Perquè al final el que vull és estar tranquil·la i bé. Si algú em vol acompanyar en aquesta tranquil·litat, és benvingut, però;De fet, jo hauria agradat molt més que algú em preguntés per què, quan tenia nòvio, que no ara que està en soltera, em demanen per què estic soltera, doncs perquè estic molt tranquil·la, i a vegades que estàs en relacions que són un xurro i dius per què en aquell moment ningú em va preguntar per què d'aquell estat en què estava jo, saps?;Totalment.
Perquè hi ha molts famosos, llavors és impossible que tots siguin referents. Però alhora sí que és veritat que tots tenen impactes i hi ha coses en les que jo sí que agraeixo que la gent, ja no et dic que es mulli, però en parli una mica.Sí, jo crec que hi ha algo que també cada cop agraeixo més, que és la demostració amb els fets. i la integració de certs discursos o certes reivindicacions en la teva vida, diguéssim, regular.;I això es veu claríssim, evidentment, en el cas del català, per exemple, de dir jo prefereixo mil vegades algú que em fa tot el contingut en català i m'explica molt més del que pensa i defensa molt més el català només en aquest acte, que no pas la Dulceida, si un dia l'onze de setembre es torna loca i em fa un instastory dient, visca la llengua catalana, a mi m'encanta el català, és que me la suda el que diguis, tia.;"O com totes aquestes ara que sumen a la moda aquesta de fer vídeos en català, bueno, moda, moda molt relativa. Tipo ""Maquillant-me en català"", "" Em maquillo en català perquè el català s'està perdent"". Suri, 2024, gordi."
Podem explaiar-nos igualment en els que escolten música indie i rock i com es creuen superiors.;Són els típics homes que porten la samarreta de Ramones o d'un grup random, que és una samarreta que fa servir per anar a dormir i que vas comprar al Primark fa 12 anys. I et diuen, em pots dir 58 cançons d'aquest grup? Ya me jodería que escoltessis els Ramones i que et creguessis millor per fer això, amore, para.;I llavors hi ha els que jo trobo que són més hot que aquests, que són els que toquen els instruments.
Primera pregunta, facilíssima. Com estàs? Bé, molt contenta. És que a mi m'encanta el Nadal, estic obsessionada amb el Nadal. Porto, he de dir, una setmana, un mes, per parar-ho tot, i he muntat a l'arbre.;I porto un mes anant de compres, comprant-ho tot, és que jo estic super boja. Perquè més o més és el motiu perfecte per ser capitalista tota l'estona. Surto al carrer, em mereixo un cafè de 80 euros. Perquè és Nadal i fa fred.;M'encanta el Nadal, jo estic super contenta.
Que després desenvoluparem quins tipus de gais hi ha, perquè no és ara el moment, no? El fil conductor d'aquest capítol és desenvolupar el tipus de gais que hi ha i per què el meu nòvio es nutria.;Primer de tot, un dia jo li vaig passar una foto del cul de l'Unai al Albert i l'Albert em va dir que era culo de nutria. M'obliga a fer-li l'skin care cada dia, es fa més l'skin care ell que jo.;Però, quin tipus d'esquinker és? Jo què sé, em diu, aquest producte fa això.
Que per cert, el tema de solterona, no et passa que està com molt associat a loca? En plan, quan diuen que una tia de sobte està soltera, tothom ja l'associa com a loca, saps?;Jo estava pensant, amb l'Aitana, que quan ho va deixar amb Miguel Bernardeau, i llavors va començar a sobre com a fer aquells balls i tal, no sé què, la gent va ser com, uà, l'Aitana està dit delulu perquè està soltera, i és com, crec que el fet que estigui soltera no sé del tot si acaba de condicionar que estigui delulu;Jo crec que està de lulo perquè, mira, està en aquest moment, però el fet que ho hagi deixat amb el seu nòvio, que sí que en la ruptura hi ha un moment, hi ha una fase de de lulo.
Què tal el Benidorm Fest?;"Bé, trastocada, encara no m'ho he recuperat. Però perquè és molt intens, molt intens, molt intens, molt intens. A més que em fa gràcia perquè jo deia, quan va acabar el program ""Eufòria"", dic, jolín, és que m'ho estic passant superbé, m'encantaria que seguís, saps? Doncs toma, un altre cop!";"Hi ha una frase castellana que diu, ""cuidado con lo que deseas, porque puede suceder""."
Què tens pensat fer després?;Doncs no ho sé, és que jo el boom aquest el veig com des de fora i des de dintre, llavors no em cato tant, però jo estic currant a muerte i espero que això vagi cap a més. I si no va cap a més, doncs mira, ja m'he quedat amb això.;De la mateixa manera que, per exemple, a mi aquest detall m'agrada molt, però ha tingut com un boom i ara està com tornant a baixar una mica, no molt, però
Quin és el punt mig ideal on estaries còmode?;Sí, jo crec que hi ha una barrera d'oients que a la que no les superes ja passes a ser odiat, perquè ets massa mainstream i les coses que fas ja no molen, però bueno. Quan no hi ha res millor que el mainstream i el pop que arriba a tot arreu i és superpoderós.;[acaba tema de conversación]
Saps quan Eduard Farelo va sortir a protegir la Mushkaa, per exemple? Això és molt tendre, però en realitat, i jo entenc des d'on l'hi neix, i és pare, i òbviament jo també ho faria per la meva filla, però penses, és que la gent que vol creure que la batguia li la muixca està on està, gràcies a l'Eduard Farelo, ho seguiran creient.;Per tant, hi ha una sèrie de veritats i de mentides que ja no són ni veritat ni mentida. O sigui, cadascú viu en la seva pròpia realitat de veritat i mentida, que això ja passa, de natural. Perquè és que això ja passa a les escoles, al fulanito tal, no sé quantos.;Però internet és encara més gros tot, saps? Clar, però és molt bèstia perquè és com clar, és que fa molta ràbia, jo això ho penso molt, fa molta ràbia, perquè, clar, si la polèmica és ets la filla de tal, mira, fa ràbia, però què dir-te.
Seríem capaços d'estar en una relació oberta? Jo, personalment, penso que no, però perquè soc la més insegura…;Quan tens relacions obertes no hi ha res que suportis menys que la gent que et diu «Ai, jo no podria, jo no m'ho imagino, com ho fas?» és insuportable quan et diuen això..;Parla des de l'experiència, és que jo crec que voleu una mira d'storytime.
Si saps que estàs fent puta pena, però ho fas igual perquè te la pela deixes de fer cringe i estàs servint. És la puta fina línia, eh?;Però alhora també la finalínia está en que la gent que moltes vegades és com supercreguda in a good way, se les tatxa de pick-me. Per mi, a favor de les pick-me.;Crec que és misogínia estar en contra d'una persona que és pick-me. Tio, per què està mal vist cridar l'atenció?
Sí, la veritat és que ho porto bastant natural, en plan T'has fet xarxes socials paral·leles?;És que tinc close friends i tinc una compte secundària que no diré el nom. Des de fa molt de temps, però ja no l'utilitzo. Però penjo molta cosa a close friends.;Els que estan a close friends saben que penjo Llavors, com que el seriós és el que no està a close friends, i l'altre de close friends és una barbaritat, que sort que està a close friends.
Sí, mon iaio pobre pateix per mi, en plan, però què fas que ningú o sigui, per què no tens nòvio saps?;I dic, no, a veure, és que realment sí que o sigui, per una banda sí que busco nòvio, però per l'altra no seré en qualsevol merdola, en qualsevol cucaracho, per això també busco estar soltera, o sigui, també prefereixo estar sola abans que mal acompanyada, saps?;Però és que vull dir, és que també podem estar solteres, o sigui, és que estem solteres per voluntat pròpia, o sigui, és que és com Per preparar aquest guió vaig buscar solteria al Google, d'acord?
Sí, però tu te'n recordes del dia que el van fitxar al Barça i ho van pujar a les històries d'Insgtagram?;Ah, sí, un piló de gent penjant fotos d'aquest senyor i jo pensant que jo en el meu cap no podia acceptar que aquest senyor em semblava hot. Doncs jo vaig oblidar la seva cara, ho vaig passar per alt. Però arribar a un punt on una tia s'ha de rendir a vegades... És que el puto mulet, arito... Me cago en mis muertos.;El puto mulet arito s'ha tornat un concepte. Hi ha un piló de gent que surt a TikTok dient El concepte em sembla criminal que un home es faci un mulet i un Arito i jo me baje les braves.
Tens un podcast a Catalunya i no convides? A Cèlia Espanyol! Hola Carla, gràcies per convidar-me, sí, sí. A tu per venir, em fa una il·lusió, boja, eh? És que és veritat que estic a tot arreu, havia d'estar aquí també.;Oi? A més, per molta gent potser això no és gens exclusiu, perquè tu i jo ja hem col·laborat bastant. Però mai, en plan, conversa superíntima d'amigues.;Estic fins i tot a un punt incòmode perquè les converses que tenim tu i jo en privat no sé fins a quin punt podrien ser gravades i és bàsicament el que venim a fer aquí.
Tinc una teoria. Que és que sentir cringe és sentir enveja perquè jo m'he autonalitzat.;I les coses que em fan cringe són coses que realment em fan enveja perquè Per exemple, a mi em fa molt cringe veure un home tocant la guitarra. No puc. No té explicació, però no puc. Però alhora tinc com enveja perquè dic jo mai podria fer aquesta puta pena i que me la sudés tant.;Ah, vale, aquest tipus d'enveja, clar. És perquè no tens consciència de la teva realitat, realment.
Total, Sabela va explicar, crec que va ser en una xerra que va fer els concursants d'Operació Triunfo, però pot ser que m'ho estigui inventant, és igual.;L'important és que ella va explicar una anècdota de que va treure una cançó i no la va escoltar ni Peter, no la va escoltar ningú.;I anys més tard, de sobte, per una pel·li la van necessitar, li van comprar i, evidentment, per tema drets, tu ho sabràs més que ningú, li van començar a pagar una pasta perquè sortia en una pel·li molt famosa. I és com, realment, la cançó és la mateixa.
Tu creus que costa més de detectar el càncer en les persones joves? Que sempre és així? Si creus que el fet de ser una persona jove va fer que aquest procés de diagnòstic s'allargués més i fos potser més incert que en altres casos?;Crec que potser sí. Crec que el meu cas no va ser com el més llarg. O sigui, conec altres expacients també joves que sí que han tingut experiències molt més llargues que la meva, com potser, coses bastant bèsties, no?;I els metges no acaben de trobar exactament què, com en passen del metge normal amb els altres metges. Llavors sí que hi ha un punt de clar, en una persona jove és cert que és poc comú, però sí que passa a vegades, i sí que és una experiència que el diagnòstic de càncer en una persona jove es pugui dilatar bastant en el temps.
Un altre tema també de la solteria que ara està reflexionant molt és que s'associa a la soledat.;Per exemple, un dia, que un tio em va cancel·lar una cita o no sé què, dic, joder, ara tinc un diumenge sola, llet sola, quina merda. Doncs no, vaig dir, no? Celia, tens un diumenge, aprofita'l per a tu tot sola, que guai, saps? Te'n pots anar a fer el que et roti la gana, no has de contentar ningú, fes la teua, saps?;Llavors, jo crec que s'ha de canviar la perspectiva d'això.
Una altra cosa de les que volíem parlar avui, jo crec que, no sé si vivim en l'era de l'exageració o no, però parlàvem que també hi ha un llenguatge, igual que jo parlava d'aquests codis compartits amb les meves amigues, de «és el millor dia de la meva vida», etcètera,;A internet també hi ha com un llenguatge d'exagerat que jo pensava amb el Moltes em pregunteu de les influencers, que és clarament una exageració perquè no t'ho ha preguntat ningú, o potser sí, però són 5 persones, o potser és una publi pagada i la comences fent això.;També la manera en què es parla de productes. A mi em fascina perquè jo mai he fet servir un producte i he sentit la meitat de La fascinació que una influencer qualsevol, o sigui, qualsevol cosa, no té per què ser beauty o roba o el que sigui, però mai jo he provat un producte i he sentit aquest fervor i, en canvi, és com que tota l'estona em penso que realment els productes són capaços de generar el que generen només per com se'n parla.
Una cosa molt més del dia a dia i, a sobre, la sensació de compartir un projecte, saps? Encara que tu siguis la cara i la jefa. I et veus en moltes situacions diferents amb aquestes persones.;M'han vist feta una merda, tiradíssima, havent dormit una hora, dissociada, dient tonteries, et coneixes tot el que et passa també a nivell personal no perquè és que són moltes moltes coses;[acaba tema de conversación]
Una cosa, l'Albert m'estava parlant abans, que el va dir que vindria la Mushka al podcast, i que totes les cayetanetes es van tornar loques.;"Es que lo de les cayetanes és molt loco, en plan, em trobo amb molta típica pija cayetana que flipes, com ""era hetero, pero ahora…"". És que és tan fort i és graciosíssim, en plan, com de cop que em parin cayetanes i em demanin fotos, de veritat, és que per mi és molt top això.";T'ho juro que jo des d'aquí te bendigo perquè moltes amigues meves que eren en plan ara totes són lesbianes perquè és que la puta Mushka
Vaig anar un dia a la perruqueria per primer cop de homes, perquè jo és una cosa que vaig passar molt malament com a persona homosexual de poble, i era anar a la perruqueria d'homes del poble, en plen trauma.;Llavors un dia vaig decidir fer el pas, i clar, devia ser com un dels pocs gais que anava. I què va passar? El tema puente va ser, l'Héctor Bellerín, i em va començar a dir: Tio, és que a mi em mola el rotllo aquest que tens de pantalons amples com l'Héctor Bellerín. I tota l'estona, Héctor Bellerín, Héctor Bellerín, tucutú, tucutú.;I jo pensant, quin conyo és? Em va fer el muler i em deia l'Héctor Bellerín, com l'Héctor Bellerín. El meu perruger és super gay friendly.
Vull dir, tinc com aquesta mini pregunta.;I tu com portes l'etiqueta de la solterona? Algún cop te l'han ficat mai?;És que és lo que soc. I ara és com que me fa una miqueta vergonyeta lo de buscar un catalanet, però és veritat que ho feia una mica per la conya dels matjans que van agafar la frase i tot, eh?
Vull saber, quines col·laboracions t'agradaria fer? Quines repetiries? Quines tornaries a fer en plan que dius, mira, ara que l'he escoltat que ja està fora i tal, potser la tornaria a fer diferent.;"I així col·labos, que repetiria doncs això, la Irma, la Maria, i col·labos soñadas la Rosi i la Angèle. I així col·labos més ""espanyolo"" sería la Judeline. De fet, vaig estar amb ella als Grammys i també vaig xerrar un rato amb ella.";Sí, m'encanta el que fa, és superguai, m'encanta.
