text_previous;text_analyzed;category;subcategory_num;subcategory;text_after
Una niña se ha pegado con otra y a la otra le gusta mucho inventar.;Pues entonces tú tienes que hacerle la triquiñuela mental a la que le gusta inventar de que en verdad ha sido un accidente para que no llegue y le diga a la madre que se han pegado porque si no la otra chiquilla va a tener un montón de consecuencias.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;No, pero en verdad ha sido un accidente. Aunque la niña la estuviese moliendo a hostias.
Y a veces me lo decía mi encargado me dice, es que esto es el corte inglés. Le dije: no, pero con esto es el supermercado del corte inglés.;Es un supermercado como el Mercadona, como el Carrefour, como el Lidl o como el Día. No estamos hablando de arriba, que los vendedores te tienen que hacer la pelota porque te tienen que vender, tienen que ganar comisiones.;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Aquí somos todos iguales. Aquí yo no te voy a tratar ni mejor ni peor. Te voy a tratar como todos.
Y al final, el vendedor no solo vende, sino también recomienda. Y eso puede dar situación de que el que esté comprando sienta que le está engañando cualquier cosa y que tú tengas situaciones incómodas. Yo entiendo que también a ti te habrá faltado el respeto lo más grande. Pobrecita de mi madre, le han dicho de todo.;Yo no iba con chapa de Apple, ni iba con los compañeros de Samsung, ni iba con los compañeros de Xiaomi. Yo iba a mi bola.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Me estás intentando engañar porqueee tu compañera me ha dicho lo contrario. Y es como yo le digo, yo soy neutral, yo voy de rojo, la que te está intentando meter la marca es la compañera que lleva Xiaomi en la mitad de la espalda.
Y coño, mis colegas que están en un Gymnasium, me dicen: Ah, coño, pues los míos son todos de 8 apellidos alemanes.;Y te da que pensar: Si se supone que esta separación la hacen porque rinden más o rinden menos, ¿por qué cojones tengo yo niños en clase que son unas bestias estudiando? Cuando académicamente eres brillante, porque eres un puto coco.;1. Lexicon and Vocabulary;1.5;Informal intensifiers and quantifiers;O sea, que hablan mejor español que yo. ¿Qué haces en esta Stadtteilschule?
Y Jaén tiene muchas cosas que son problemas y tal. Pero al final se vive de puta madre y esto es tan maravilloso.;Aquí sigues teniendo la sensación de barrio, comunidad. Conozco al vecino de enfrente al otro, no sé qué, no sé qué, no sé cuánto. Esa mierda no existe en Madrid. Y a la vez existe menos en otros sitios.;3. Pragmatics and Discourse;3.1;Discourse markers;Hay ocio, tío. La gente se cree que no. El centro está de puta madre. Jaén como destino turístico gastronómico.
Y les dije: «Pues que sepáis que sois más tontos que todos los niños españoles. A partir de ahora, es a la manera española». Examen típico de 5 preguntas, 2 puntos cada pregunta, y se me pusieron a llorar, suspendieron. De verdad que los niños se bloquean. Porque no están acostumbraos.;Los hijos de puta de mi amigo se ríen un montón. «Ahora qué, ¿eh? Tanto que te queríais allí, que la gente era muy educá. Toma».;2. Non-standard linguistic features;2.1;Non-standard pronunciation;Uy, qué gente. No he discutido yo con británicas de estas feas.
Y luego estaba el típico niño que venía con el padre y cogía unos rebotes porque el padre le había comprao un Xiaomi y el niño quería un iPhone y el padre como que te miraba y decía: «Tío, ¿cuánto vale el iPhone más barato? Y como intentaba hacer ver al niño, pero el niño era por cojones que el iPhone.;Hostia, a mí, por ejemplo, me duele. A mí ese tipo de cosas siempre me ha marcado mucho de que quiere el niño por cojones eso y el padre se lo tiene que comprar porque si no el niño coge el rebote y la lía parda. Si fuera mi padre, ya me hubiera cruzado la boca con un galletón.;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Siempre le he intentado hacer ver a la gente cuando venía por un portátil, venía por un móvil, la necesidad suya. Porque Apple ha hecho mucho daño. Opinión personal, gastarte 400 500 euros más en un portátil que tiene las mismas prestaciones pero que tiene mejores altavoces que otros, para mí personalmente no me lo gastaba.
Y luego la otra situación fue que vinieron a financiar... A la primera le salió aceptada, a la segunda le salió aceptada y a la tercera le salió denegada. Y me dice: «Venga, vamos a intentarlo con el DNI de mi madre». Digo: «Vale», digo, «pero te explico, para hacer yo esta financiación tiene que estar esa persona físicamente aquí». «Es que mi madre es tetrapléjica, está en una cama y no puede moverse». Digo: «Ya, esa persona me tiene que firmar, tiene que estar presente y tal».;Al que se le cae el pelo es a mí, porque tú imagínate que pillas el DNI de cualquier persona, le tramitas una financiación y a la persona que si por un casual le sale aceptada, al que le meten un marrón es a la otra persona.;1. Lexicon and Vocabulary;1.6;References to popular culture and memes;Llegó un momento dado que casi me da un bofetón. «Pues tú pierdes la venta y atenta a las consecuencias, porque mi padre está en la cárcel».
Y me acuerdo que vino una mujer mayor y su hijo. pasaron toda la compra. yo les pasé toda la compra, les pasé un cupón y la aceptó,;Pero luego el siguiente cupón que pasé no la aceptó porque había subido las bolsas de plástico y las bolsas de plástico no contaban. Entonces, claro, hubo que anular toda la compra, volver a empezar de nuevo y se pilló un mosqueo.;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;El hombre me hizo llamar a la encargada. le dijo como que la obligación del supermercado era formarme antes de ponerme en la caja y que si no servía para estar ahí, que me fuera.
Y me dice, a los bajinis han dicho entre ellos que por qué te tienen a ti atendiendo a la gente si no sabes francés y no sirve.;Tradúcele al francés este que si literalmente no saben español, veraneando en España y mucho menos inglés, que es el idioma internacional, dile que se vayan a Bordeaux a tomarse un vino. Y mi compañero se lo dijo. Me estoy vengando de lo que hizo Pepe Botella, o sea.;1. Lexicon and Vocabulary;1.6;References to popular culture and memes;[acaba la conversación]
Y yo: «Pero ¿cómo tienes los santos cojones de llamarle esto a una profesora? Que no se te ocurra, llamarme eso, que no soy un perro».;Si ven que algo te molesta, pues en vez de parar, como son unos chinchones, van a hacerlo más.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Intentando callarle la boca con el good boy, good girl, pues Pues un mes y pico y ya está. Bueno, nada, si acabé hace poco, hasta una semana antes de acabar hemos estado discutiendo con él por eso. Y él empezó a hacerlo y después empezaron otros también a hacerlo.
Yo creo que aquí está muy normalizado. A mí me chocó mucho, pero lo hablas con gente de aquí que lleva toda la vida viviendo allí y es como lo tiene como muy normalizado. Es lo que tú dices: ¿hasta qué punto al niño le influye?;Tanto si te lo coges por la banda de: «Bueno, claro, es que es una statute schule ¿entonces tú no eres tan listo?» Ya estás como categorizando al niño un poco, ¿no? O sea, tú estás aquí porque tú no eres tan listo, entonces. Meritocracia a los 12 años, tócate los huevos.;4. Register and Tone;4.1;Hyperbole and exaggeration;O sea, tú estás aquí porque tú no eres tan listo, entonces. Meritocracia a los 12 años, tócate los huevos.
Yo cuando llegué, y eso es una comparación que he hecho con mis amigos españoles que han estado aquí, ellos trabajando en un Gymnasium y yo fui la única que me tocó una Stadtteilschule, dije: Coño, pues yo tengo clases donde todos mis alumnos son de familias inmigrantes. Y a los primeros días dije: Bueno, pues igual es normal, porque al fin y al cabo, la, la tasa de inmigración aquí es muy grande.;Y coño, mis colegas que están en un Gymnasium, me dicen: Ah, coño, pues los míos son todos de 8 apellidos alemanes. Hostia, no jodas.;1. Lexicon and Vocabulary;1.6;References to popular culture and memes;Y te da que pensar: Si se supone que esta separación la hacen porque rinden más o rinden menos, ¿por qué cojones tengo yo niños en clase que son unas bestias estudiando?
Yo entiendo que la gente se motivará muchísimo y habrá momentos en los que esté dentrísimo.;Además, lo que mola es eso. Gracias a la gente que se mete muy de lleno.;1. Lexicon and Vocabulary;1.5;Informal intensifiers and quantifiers;Además, lo que mola es eso. Gracias a la gente que se mete muy de lleno. ¿Se ponen nerviosos? Sí, la gente se pone nerviosa.
Yo he empezado a poder ganarme la vida justo ahí, a los 28, 29 años. Y es un poco tarde. Ya te cansas de trabajar los fines de semana en otra cosa. Por eso luego mucha gente no aguanta. El filtro es tan grande que es una carrera de aguante, tío.;Ya no es solo que seas el más talentoso, que tengas las mejores ideas o que seas el mejor diseñando o el mejor escribiendo. Es que tienes que tener un pulmón financiero de tus padres o huevos a trabajar. Los fines de semana en otra cosa, a buscarte freelance por tu cuenta y cobrarlos en negro y a buscarte la vida;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Que luego parece que todo lo que digo es malo. Gran parte es malo. Pero la industria es muy guay. O sea, si te gusta esto, si te gusta pensar o dedicarte a sacar ideas, que es a lo que al final se dedica un creativo, es muy gratificante, tío.
Yo llegué temblando a casa, llamé a mi madre porque yo pensaba que a mí me iban a hacer algo también. Le había tirado una mesa a una persona británica, a un padre, ¿sabes?;No, al final me defendieron mi subdirector y mi director. Dos tíos de puta madre.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;Mi subdirector era un señor ex militar retirado con un doctorado en Shakespeare y más rojo que Rojín. Era antimonárquico, lo amaba. Cuando vino la policía dijeron: No, este no ha hecho na.
Yo no puedo hablar por todo el mundo, pero en mi caso la verdad es que yo me lo pasé estupendamente.;La verdad es que el ambiente era superagradable y yo he estado supercómodo y superagusto trabajando ahí.;3. Pragmatics and Discourse;3.1;Discourse markers;Yo no he vestido un uniforme más cómodo en mi vida. Mira que tiene la fama de ser feo. No, feo de cojones, la verdad es que eso sí, no, no. Pero cómodo es.
Yo no voy a decir que a mí los clientes siempre me han tratado mal. pobrecillo, qué pena.;No, yo también admito, que yo me he calentado muchas veces y no me he liado a palos, porque mira que un día casi me tienen que separar de uno, porque me dijo que me iba a cruzar la cara. Y yo le dije: hazlo al tío gritando e insultando a su mujer;4. Register and Tone;4.1;Hyperbole and exaggeration;Luego el tío, gritándome e insultándome a mí por un envío a domicilio que no había llegado al mínimo, no se le podía hacer. no sé qué.
Yo pienso en, en el colegio, en el instituto y todos hemos tenido a alguien conflictivo en la clase. Y todos le hemos reído la, la gracia al que era un poco más churriole. Pero llega un punto en el que hasta él mismo se corta porque se está coscando de que se está pasando.;Cuando juntas lo problemático con lo problemático, pues lo único que vas a tener son problemas. Es un sistema de segregación que flipas.;1. Lexicon and Vocabulary;1.5;Informal intensifiers and quantifiers;Hablamos de Alemania. Me río porque es como: «Bueno, todos sabemos la movida, ¿no? Eh, no hace falta mencionar, ¿no? Venga, a Alemania, ¿no?» Dices: «Coño, no hemos aprendido nada, cago en la puta.
Yo sé que cuando me llaman por Cruz Roja es que algo ha pasado.;Me giro y viene así con la mano así y trae un puto periquito verde, tío. Que se ha caído de un árbol. Digo, pues ya está. De veterinario. Le abro la ala, le empiezo a mirar. Y ahora digo, tío, yo ahora qué hago con el puto periquito, tío.;3. Pragmatics and Discourse;3.2;Familiar address or vocatives;Como no me lo pongo en el hombro y empieza a vender cupones, tío. Pues llamé al Seprona.
Yo soy Alfonso, estudié Biología, luego un máster de Ingeniería Genética Vegetal. Luego el de profesorao me pilló la pandemia y dije: «Bueno, me preparo la opos de profesorao o me voy en mitad de la pandemia al Reino Unido a ser profesor».;No me gustó el doctorado porque todo el mundo era precario, perdío y había una chavala que se puso a graduar con 35 años, porque al fin se habían independizado los padres y dije no, esto no es para mí.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Ahora soy consultor de una empresa y pues nada.
Yo tengo mucha curiosidad.;Estás viendo el scape room y puedes ver muchos tipos de personas, pero ¿cómo se desarrolla un cani? Un grupo de canis que están ahí.;1. Lexicon and Vocabulary;1.6;References to popular culture and memes;Eso es lo peor, eh. Es que es lo puto peor. Porque es que son muy duros. También te digo, cambia mucho si el cani… Esto es como un poco… Fisiología del cani… Si el cani va con grupo de amigos o si va con grupo de amigos y amigas.
Yo, por suerte, tengo conocimiento sanitario. Empecé a escuchar: ¡po, po, po, po, po, po, po, po, po!;Me quedó pillao, veo al vigilante que se levanta, para automáticamente la escalera mecánica y me veo a un hombre mayor sentado en el suelo al lado del vigilante, chorreando de sangre. Yo me metí en el cuartillo, empecé a coger suero, empecé a limpiarle las heridas para ver cómo tenía la cara. La cara la tenía hecha un Cristo.;1. Lexicon and Vocabulary;1.6;References to popular culture and memes;El tío cayó de una escalera mecánica y cortándose con todos los escalones. Fue porque el nieto se iba a caer y para que el nieto no se cayera, lo cogió y se cayó él. A todo esto, la frase que le suelta el nieto es: ¿Qué pasa, abuelo? ¿Ya no vamos al cine?
